label,Nosex,Nosey,Neckx,Necky,R-Shox,R-Shoy,R-Elbx,R-Elby,R-Wrx,R-Wry,L-Shox,L-Shoy,L-Elbx,L-Elby,L-Wrx,L-Wry,R-Hipx,R-Hipy,R-Kneex,R-Kneey,R-Ankx,R-Anky,L-Hipx,L-Hipy,L-Kneex,L-Kneey,L-Ankx,L-Anky,R-Eyex,R-Eyey,L-Eyex,L-Eyey,R-Earx,R-Eary,L-Earx,L-Eary
0,0.182170543,0.023255814,0.186046512,0.182170543,0.07751938,0.178294574,0.027131783,0.341085271,0,0.503875969,0.290697674,0.182170543,0.341085271,0.341085271,0.368217054,0.5,0.108527132,0.5,0.131782946,0.763565891,0.135658915,1,0.259689922,0.5,0.236434109,0.76744186,0.213178295,1,0.158914729,0,0.209302326,0,0.131782946,0.023255814,0.236434109,0.023255814
0,0.261261261,0.004504505,0.261261261,0.202702703,0.144144144,0.207207207,0.081081081,0.382882883,0,0.531531532,0.378378378,0.18018018,0.468468468,0.355855856,0.554054054,0.5,0.175675676,0.509009009,0.198198198,0.77027027,0.207207207,1,0.324324324,0.509009009,0.324324324,0.77027027,0.292792793,1,0.234234234,0,0.288288288,0,0.202702703,0.031531532,0.31981982,0.031531532
0,0.105263158,0.030075188,0.131578947,0.157894737,0.037593985,0.157894737,0.007518797,0.34962406,0,0.511278195,0.22556391,0.157894737,0.233082707,0.34962406,0.263157895,0.511278195,0.067669173,0.45112782,0.071428571,0.740601504,0.101503759,1,0.169172932,0.45112782,0.165413534,0.740601504,0.135338346,1,0.101503759,0,0.135338346,0,0.071428571,0.030075188,0.169172932,0.030075188
0,0.033112583,0.185430464,0.006622517,0.324503311,0.430463576,0.178807947,0.364238411,0.105960265,0.390728477,0,0.543046358,0.185430464,0.57615894,0.251655629,0.61589404,0.324503311,0.437086093,0.337748344,0.437086093,0.470198675,0.463576159,0.582781457,0.516556291,0.337748344,0.509933775,0.470198675,0.509933775,0.582781457,0,0.152317881,1,0.152317881,0.430463576,0.105960265,0.079470199,0.178807947
0,0.182857143,0.022857143,0.18,0.157142857,0.08,0.157142857,0,0.262857143,0.134285714,0.257142857,0.262857143,0.157142857,0.342857143,0.262857143,0.237142857,0.26,0.105714286,0.445714286,0.131428571,0.731428571,0.134285714,1,0.234285714,0.445714286,0.208571429,0.731428571,0.182857143,0.997142857,0.157142857,0,0.188571429,0,0.131428571,0.025714286,0.237142857,0.025714286
0,0.236421725,0.022364217,0.236421725,0.17571885,0.111821086,0.17571885,0.079872204,0.335463259,0,0.469648562,0.341853035,0.178913738,0.373801917,0.338658147,0.450479233,0.495207668,0.159744409,0.495207668,0.182108626,0.760383387,0.188498403,1,0.290734824,0.495207668,0.290734824,0.760383387,0.265175719,1,0.21086262,0,0.261980831,0,0.185303514,0.022364217,0.290734824,0.022364217
0,0.139004149,0.024896266,0.139004149,0.161825726,0.031120332,0.161825726,0.029045643,0.323651452,0,0.485477178,0.244813278,0.161825726,0.246887967,0.325726141,0.273858921,0.487551867,0.060165975,0.48340249,0.082987552,0.732365145,0.082987552,1,0.192946058,0.485477178,0.190871369,0.732365145,0.165975104,1,0.114107884,0,0.165975104,0,0.087136929,0.024896266,0.192946058,0.024896266
0,0.123404255,0.023404255,0.146808511,0.172340426,0.04893617,0.172340426,0.027659574,0.340425532,0.463829787,1,0.223404255,0.170212766,0.265957447,0.340425532,0.491489362,1,0.074468085,0.487234043,0.09787234,0.704255319,0.076595745,0.9,0.195744681,0.487234043,0.195744681,0.706382979,0.221276596,0.9,0.1,0,0.14893617,0,0.076595745,0.023404255,0.195744681,0.023404255
0,0.153846154,0.023668639,0.150887574,0.177514793,0.029585799,0.177514793,0.023668639,0.334319527,0,0.50887574,0.25739645,0.177514793,0.281065089,0.357988166,0.284023669,0.49112426,0.076923077,0.48816568,0.100591716,0.74556213,0.124260355,1,0.207100592,0.49112426,0.183431953,0.74556213,0.177514793,0.982248521,0.127218935,0,0.180473373,0,0.100591716,0.023668639,0.207100592,0.023668639
0,0.144736842,0.006578947,0.138157895,0.131578947,0.046052632,0.131578947,0,0.289473684,0.131578947,0.223684211,0.236842105,0.131578947,0.328947368,0.296052632,0.203947368,0.230263158,0.078947368,0.480263158,0.098684211,0.743421053,0.105263158,0.993421053,0.210526316,0.480263158,0.203947368,0.743421053,0.197368421,1,0.131578947,0,0.171052632,0,0.105263158,0,0.203947368,0
0,0.096446701,0.157360406,0.096446701,0.243654822,0.035532995,0.243654822,0,0.152284264,0.040609137,0.030456853,0.177664975,0.23857868,0.208121827,0.121827411,0.208121827,0,0.060913706,0.532994924,0.060913706,0.766497462,0.060913706,1,0.157360406,0.532994924,0.157360406,0.766497462,0.177664975,1,0.086294416,0.147208122,0.121827411,0.147208122,0.060913706,0.152284264,0.147208122,0.152284264
0,0.215767635,0.020746888,0.211618257,0.161825726,0.107883817,0.161825726,0.058091286,0.323651452,0,0.460580913,0.298755187,0.182572614,0.323651452,0.340248963,0.352697095,0.485477178,0.112033195,0.481327801,0.087136929,0.751037344,0.082987552,1,0.248962656,0.481327801,0.244813278,0.751037344,0.215767635,0.991701245,0.190871369,0,0.2406639,0,0.161825726,0.029045643,0.248962656,0.029045643
0,0.152263374,0.004115226,0.152263374,0.139917695,0.04526749,0.139917695,0.020576132,0.325102881,0,0.485596708,0.238683128,0.160493827,0.267489712,0.325102881,0.267489712,0.485596708,0.074074074,0.481481481,0.0781893,0.728395062,0.102880658,1,0.205761317,0.485596708,0.185185185,0.748971193,0.156378601,0.995884774,0.127572016,0,0.160493827,0,0.0781893,0.004115226,0.185185185,0.004115226
0,0.15813253,0.003012048,0.156626506,0.134036145,0.052710843,0.134036145,0.02560241,0.31626506,0,0.47439759,0.237951807,0.134036145,0.265060241,0.317771084,0.314759036,0.5,0.078313253,0.448795181,0.103915663,0.736445783,0.105421687,1,0.210843373,0.448795181,0.209337349,0.736445783,0.18373494,1,0.131024096,0,0.18373494,0,0.105421687,0.003012048,0.209337349,0.001506024
0,0.161237785,0.026058632,0.161237785,0.161237785,0.053745928,0.161237785,0.026058632,0.325732899,0,0.511400651,0.244299674,0.16286645,0.271986971,0.348534202,0.298045603,0.488599349,0.081433225,0.48534202,0.081433225,0.731270358,0.105863192,1,0.216612378,0.486970684,0.218241042,0.755700326,0.216612378,0.975570033,0.135179153,0,0.187296417,0,0.107491857,0.026058632,0.214983713,0.026058632
0,0.142708333,0.028125,0.142708333,0.176041667,0.029166667,0.176041667,0,0.380208333,0,0.529166667,0.229166667,0.176041667,0.285416667,0.353125,0.286458333,0.529166667,0.058333333,0.528125,0.086458333,0.764583333,0.113541667,0.998958333,0.201041667,0.528125,0.2,0.764583333,0.171875,1,0.113541667,0,0.14375,0,0.084375,0.029166667,0.198958333,0.029166667
0,0.191111111,0.024444444,0.191111111,0.162222222,0.082222222,0.162222222,0.055555556,0.351111111,0,0.513333333,0.3,0.16,0.324444444,0.326666667,0.38,0.511111111,0.111111111,0.488888889,0.137777778,0.755555556,0.164444444,0.977777778,0.246666667,0.488888889,0.246666667,0.757777778,0.22,1,0.164444444,0,0.217777778,0,0.135555556,0.004444444,0.244444444,0.002222222
0,0.156342183,0.001474926,0.156342183,0.159292035,0.078171091,0.159292035,0.038348083,0.320058997,0,0.480825959,0.235988201,0.159292035,0.275811209,0.320058997,0.275811209,0.480825959,0.079646018,0.442477876,0.116519174,0.721238938,0.1179941,1,0.234513274,0.442477876,0.197640118,0.721238938,0.196165192,1,0.1179941,0,0.157817109,0,0.116519174,0.001474926,0.196165192,0
0,0.171253823,0.033639144,0.198776758,0.171253823,0.097859327,0.171253823,0.033639144,0.366972477,0,0.565749235,0.29969419,0.171253823,0.336391437,0.366972477,0.397553517,0.562691131,0.131498471,0.467889908,0.097859327,0.733944954,0.067278287,1,0.266055046,0.467889908,0.29969419,0.733944954,0.302752294,1,0.134556575,0,0.232415902,0,0.100917431,0.033639144,0.26911315,0.003058104
0,0.117647059,0.027149321,0.117647059,0.14479638,0.031674208,0.149321267,0,0.298642534,0,0.438914027,0.20361991,0.14479638,0.257918552,0.321266968,0.285067873,0.466063348,0.063348416,0.443438914,0.085972851,0.71040724,0.090497738,0.972850679,0.199095023,0.443438914,0.171945701,0.733031674,0.14479638,1,0.108597285,0,0.14479638,0,0.081447964,0.027149321,0.171945701,0.022624434
0,0.249307479,0.005540166,0.229916898,0.180055402,0.146814404,0.157894737,0.077562327,0.335180055,0,0.462603878,0.329639889,0.182825485,0.40166205,0.337950139,0.479224377,0.487534626,0.174515235,0.465373961,0.152354571,0.745152355,0.146814404,0.994459834,0.301939058,0.484764543,0.301939058,0.742382271,0.326869806,1,0.224376731,0.002770083,0.254847645,0,0.1966759,0.027700831,0.299168975,0.024930748
0,0.17481203,0.030075188,0.172932331,0.17481203,0.056390977,0.176691729,0.026315789,0.353383459,0,0.528195489,0.289473684,0.17481203,0.319548872,0.353383459,0.319548872,0.501879699,0.114661654,0.503759398,0.116541353,0.766917293,0.114661654,1,0.259398496,0.503759398,0.289473684,0.766917293,0.319548872,1,0.144736842,0,0.203007519,0,0.088345865,0.001879699,0.259398496,0.001879699
0,0.203703704,0.032407407,0.208333333,0.157407407,0.106481481,0.152777778,0.055555556,0.333333333,0,0.490740741,0.324074074,0.157407407,0.361111111,0.337962963,0.416666667,0.486111111,0.138888889,0.513888889,0.148148148,0.75462963,0.175925926,1,0.291666667,0.509259259,0.263888889,0.75462963,0.236111111,0.99537037,0.175925926,0,0.236111111,0,0.143518519,0.00462963,0.291666667,0.00462963
0,0.208219178,0.002739726,0.208219178,0.15890411,0.104109589,0.15890411,0.073972603,0.342465753,0,0.498630137,0.290410959,0.15890411,0.339726027,0.315068493,0.391780822,0.446575342,0.153424658,0.471232877,0.156164384,0.734246575,0.15890411,0.997260274,0.265753425,0.473972603,0.260273973,0.736986301,0.235616438,1,0.183561644,0,0.84109589,0.290410959,0.156164384,0.024657534,0.260273973,0.002739726
0,0.178994083,0.025147929,0.178994083,0.177514793,0.076923077,0.177514793,0.051775148,0.334319527,0,0.48816568,0.281065089,0.177514793,0.306213018,0.334319527,0.357988166,0.51183432,0.102071006,0.486686391,0.125739645,0.74408284,0.128698225,1,0.230769231,0.486686391,0.230769231,0.74408284,0.204142012,1,0.153846154,0.00147929,0.204142012,0,0.127218935,0.025147929,0.230769231,0.025147929
0,0.191275168,0.006711409,0.191275168,0.144295302,0.083892617,0.144295302,0,0.281879195,0.137583893,0.228187919,0.27852349,0.144295302,0.355704698,0.308724832,0.22147651,0.228187919,0.110738255,0.473154362,0.137583893,0.724832215,0.16442953,1,0.244966443,0.476510067,0.224832215,0.724832215,0.194630872,1,0.16442953,0,0.218120805,0,0.137583893,0.006711409,0.248322148,0.006711409
0,0.132231405,0.004132231,0.132231405,0.144628099,0.02892562,0.140495868,0,0.326446281,0,0.487603306,0.219008264,0.144628099,0.247933884,0.326446281,0.26446281,0.487603306,0.05785124,0.466942149,0.082644628,0.73553719,0.082644628,1,0.190082645,0.483471074,0.190082645,0.73553719,0.161157025,1,0.107438017,0,0.140495868,0,0.078512397,0.004132231,0.181818182,0.004132231
0,0.189493433,0.003752345,0.189493433,0.161350844,0.082551595,0.163227017,0.054409006,0.350844278,0,0.515947467,0.298311445,0.140712946,0.300187617,0.328330206,0.378986867,0.514071295,0.108818011,0.487804878,0.135084428,0.757973734,0.163227017,1,0.243902439,0.487804878,0.243902439,0.757973734,0.217636023,0.977485929,0.163227017,0.001876173,0.21575985,0,0.135084428,0.003752345,0.243902439,0.001876173
0,0.264227642,0.026422764,0.264227642,0.158536585,0.158536585,0.158536585,0.079268293,0.319105691,0,0.471544715,0.367886179,0.158536585,0.447154472,0.339430894,0.552845528,0.473577236,0.18495935,0.473577236,0.211382114,0.737804878,0.235772358,0.99796748,0.317073171,0.473577236,0.292682927,0.739837398,0.290650407,1,0.237804878,0,0.290650407,0,0.211382114,0.026422764,0.317073171,0.024390244
0,0.185897436,0.006410256,0.185897436,0.128205128,0.08974359,0.128205128,0,0.288461538,0.121794872,0.224358974,0.275641026,0.128205128,0.320512821,0.282051282,0.192307692,0.211538462,0.102564103,0.467948718,0.121794872,0.730769231,0.128205128,1,0.224358974,0.467948718,0.217948718,0.730769231,0.217948718,0.974358974,0.153846154,0,0.192307692,0,0.121794872,0.006410256,0.217948718,0
0,0.127371274,0.024390244,0.151761518,0.157181572,0.048780488,0.157181572,0.024390244,0.33604336,0,0.490514905,0.254742547,0.157181572,0.279132791,0.333333333,0.306233062,0.487804878,0.097560976,0.487804878,0.10298103,0.742547425,0.124661247,1,0.227642276,0.485094851,0.203252033,0.742547425,0.176151762,0.997289973,0.12195122,0,0.154471545,0,0.097560976,0.027100271,0.203252033,0.027100271
0,0.134854772,0.024896266,0.134854772,0.161825726,0.029045643,0.163900415,0.026970954,0.325726141,0,0.487551867,0.242738589,0.161825726,0.246887967,0.323651452,0.273858921,0.485477178,0.080912863,0.485477178,0.105809129,0.732365145,0.107883817,1,0.215767635,0.48340249,0.190871369,0.732365145,0.190871369,1,0.107883817,0,0.161825726,0,0.080912863,0.026970954,0.18879668,0.026970954
0,0.172955975,0.003144654,0.150943396,0.150943396,0.062893082,0.150943396,0.031446541,0.330188679,0,0.5,0.238993711,0.150943396,0.267295597,0.327044025,0.327044025,0.5,0.091194969,0.5,0.091194969,0.735849057,0.088050314,0.974842767,0.210691824,0.5,0.204402516,0.735849057,0.176100629,1,0.147798742,0,0.176100629,0,0.116352201,0.003144654,0.20754717,0.003144654
0,0.184554974,0.02486911,0.185863874,0.183246073,0.079842932,0.183246073,0.053664921,0.366492147,0,0.52486911,0.291884817,0.183246073,0.342931937,0.342931937,0.420157068,0.5,0.133507853,0.52617801,0.158376963,0.763089005,0.183246073,0.97513089,0.264397906,0.52617801,0.264397906,0.761780105,0.239528796,1,0.159685864,0,0.210732984,0,0.132198953,0.02617801,0.238219895,0.02486911
0,0.16722408,0.023411371,0.16722408,0.137123746,0.076923077,0.140468227,0.053511706,0.324414716,0,0.464882943,0.274247492,0.137123746,0.301003344,0.321070234,0.377926421,0.484949833,0.110367893,0.484949833,0.137123746,0.732441472,0.163879599,1,0.247491639,0.464882943,0.247491639,0.732441472,0.244147157,0.976588629,0.140468227,0,0.193979933,0,0.110367893,0.003344482,0.244147157,0
0,0.132743363,0.022123894,0.154867257,0.154867257,0.048672566,0.154867257,0,0.32300885,0.017699115,0.460176991,0.243362832,0.154867257,0.292035398,0.327433628,0.287610619,0.486725664,0.075221239,0.46460177,0.10619469,0.734513274,0.123893805,0.982300885,0.212389381,0.460176991,0.216814159,0.734513274,0.234513274,1,0.10619469,0,0.159292035,0,0.084070796,0.022123894,0.207964602,0.022123894
0,0.198224852,0.023668639,0.198224852,0.149408284,0.099112426,0.149408284,0.048816568,0.325443787,0,0.476331361,0.298816568,0.149408284,0.349112426,0.301775148,0.372781065,0.476331361,0.122781065,0.451183432,0.147928994,0.726331361,0.149408284,1,0.25147929,0.451183432,0.24852071,0.726331361,0.224852071,1,0.173076923,0,0.221893491,0,0.147928994,0.00147929,0.24852071,0.00147929
0,0.18258427,0.005617978,0.18258427,0.16011236,0.078651685,0.16011236,0,0.33988764,0.028089888,0.47752809,0.283707865,0.16011236,0.33988764,0.33988764,0.337078652,0.5,0.103932584,0.47752809,0.103932584,0.758426966,0.081460674,0.997191011,0.235955056,0.494382022,0.238764045,0.761235955,0.235955056,1,0.157303371,0,0.207865169,0.002808989,0.129213483,0.005617978,0.235955056,0.005617978
0,0.154471545,0.005420054,0.157181572,0.135501355,0.051490515,0.135501355,0.027100271,0.317073171,0,0.474254743,0.262872629,0.135501355,0.265582656,0.317073171,0.287262873,0.474254743,0.078590786,0.447154472,0.105691057,0.737127371,0.108401084,1,0.211382114,0.447154472,0.18699187,0.737127371,0.184281843,1,0.130081301,0,0.178861789,0,0.10298103,0.002710027,0.208672087,0.002710027
0,0.292792793,0.004504505,0.292792793,0.202702703,0.171171171,0.18018018,0.085585586,0.355855856,0,0.504504505,0.414414414,0.207207207,0.472972973,0.382882883,0.554054054,0.531531532,0.22972973,0.5,0.22972973,0.765765766,0.256756757,1,0.378378378,0.5,0.373873874,0.765765766,0.346846847,1,0.265765766,0,0.31981982,0,0.234234234,0.031531532,0.351351351,0.031531532
0,0.209745763,0.025423729,0.209745763,0.18220339,0.103813559,0.18220339,0.052966102,0.368644068,0,0.525423729,0.315677966,0.18220339,0.343220339,0.343220339,0.396186441,0.502118644,0.133474576,0.502118644,0.158898305,0.764830508,0.18220339,0.978813559,0.286016949,0.502118644,0.262711864,0.762711864,0.237288136,1,0.18220339,0,0.233050847,0,0.154661017,0.023305085,0.262711864,0.023305085
0,0.185897436,0.022435897,0.185897436,0.182692308,0.080128205,0.182692308,0.048076923,0.346153846,0,0.506410256,0.272435897,0.16025641,0.323717949,0.346153846,0.349358974,0.506410256,0.105769231,0.509615385,0.134615385,0.756410256,0.16025641,1,0.246794872,0.509615385,0.243589744,0.753205128,0.217948718,1,0.16025641,0,0.211538462,0.019230769,0.131410256,0.022435897,0.240384615,0.022435897
0,0.222748815,0.026066351,0.199052133,0.199052133,0.099526066,0.177725118,0.047393365,0.374407583,0,0.523696682,0.319905213,0.199052133,0.3507109,0.353080569,0.400473934,0.502369668,0.123222749,0.549763033,0.123222749,0.779620853,0.123222749,0.978672986,0.274881517,0.549763033,0.298578199,0.777251185,0.298578199,1,0.199052133,0,0.248815166,0.002369668,0.1492891,0.028436019,0.272511848,0.028436019
0,0.138543517,0.168738899,0.138543517,0.252220249,0.081705151,0.252220249,0.026642984,0.111900533,0,0,0.195381883,0.252220249,0.25044405,0.111900533,0.275310835,0,0.08348135,0.529307282,0.085257549,0.777975133,0.085257549,1,0.193605684,0.529307282,0.193605684,0.777975133,0.193605684,1,0.110124334,0.1669627,0.163410302,0.1669627,0.08348135,0.168738899,0.168738899,0.168738899
